tweet,sentiment_value,sentiment,range,airline,timezone
@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.,25,positive,D,United,Central Time (US & Canada)
"@united any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update.",14.4337567297406,positive,D,United,Quito
@United 50 minute wait times to help with a Cancelled Flightled flight?? Help a guy out?,-16.583123951777,negative,B,United,Eastern Time (US & Canada)
@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.,37.5277674973257,positive,D,United,Pacific Time (US & Canada)
@United is offering to reroute my SFO flight to LAX. Might be geography class time.,15.8113883008419,positive,D,United,Pacific Time (US & Canada)
@united thank you for letting me down.My luggage is still in Denver but I'm in Phl.,37.7964473009227,positive,D,United,Atlantic Time (Canada)
@united can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport,-6.45497224367903,negative,B,United,Eastern Time (US & Canada)
@united flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.,-12.2474487139159,negative,B,United,Atlantic Time (Canada)
@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.,16.6666666666667,positive,D,United,Melbourne
@united this is why I fly @SouthwestAir ... Never have any issues,18.8982236504614,positive,D,United,Central Time (US & Canada)
@united has terrible customer service &amp; doesn't feel the need to notify its customers when their flights are delayed,11.4707866935281,positive,D,United,Central Time (US & Canada)
"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing.",0,neutral,C,United,Central Time (US & Canada)
@united trying to check in for tomorrow's flight. website keeps timing out. what's up?,17.6776695296637,positive,D,United,Central Time (US & Canada)
"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol",-9.04534033733291,negative,B,United,Eastern Time (US & Canada)
“@united:That's not something we like to hear. Hopefully our staff can resolve &amp; have you on your way ASAP. ^ML”:3:15 &amp; still not resolved,-35.3553390593274,negative,B,United,Eastern Time (US & Canada)
"@united Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex?",-9.44911182523068,negative,B,United,Central Time (US & Canada)
@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed,-17.6776695296637,negative,B,United,Mountain Time (US & Canada)
"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue",-40.1477534273483,negative,B,United,Eastern Time (US & Canada)
"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",18.5485206700594,positive,D,United,Eastern Time (US & Canada)
@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN,12.1267812518166,positive,D,United,Central Time (US & Canada)
"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",-21.320071635561,negative,B,United,Central Time (US & Canada)
"@united Thanks so much , my passport was recovered",70.0035713374682,positive,E,United,Quito
@united no thank you,-50,negative,B,United,Atlantic Time (Canada)
@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.,18.8982236504614,positive,D,United,Pacific Time (US & Canada)
@united I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.,-22.4536559755125,negative,B,United,London
@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,16.6666666666667,positive,D,United,Mountain Time (US & Canada)
@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy!,20.4124145231932,positive,D,United,Tehran
@united Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?,-16.2943182641161,negative,B,United,Central Time (US & Canada)
@united more people would catch their flights if your attendants had more help!,44.9307158942436,positive,D,United,Central Time (US & Canada)
@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!,0.041576092031015,positive,D,United,London
"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks.",-12.2474487139159,negative,B,United,Eastern Time (US & Canada)
@united called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid,17.6776695296637,positive,D,United,Quito
@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,15.8113883008419,positive,D,United,Quito
@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,28.368325730679,positive,D,United,Quito
"@united welcome to our world, that's a snow world today. @GooseBayAirport Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk",31.6227766016838,positive,D,United,Santiago
@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on,34.7850542618522,positive,D,United,Quito
"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!!",16.25,positive,D,United,Eastern Time (US & Canada)
@united I unfortunately didn't get her name :( she was not nice!,0,neutral,C,United,Eastern Time (US & Canada)
@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.,77.7817459305202,positive,E,United,Pacific Time (US & Canada)
@united My bag is lost and I can't get ahold of anyone that can help,-6.45497224367903,negative,B,United,Mountain Time (US & Canada)
@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,28.8675134594813,positive,D,United,Central Time (US & Canada)
@united never flying United again! Worst experience ever,-49.1934955049954,negative,B,United,Central Time (US & Canada)
"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went.",-5.10310363079829,negative,B,United,Pacific Time (US & Canada)
@united tried that. Cannot figure out where to go to get it.,28.8675134594813,positive,D,United,Eastern Time (US & Canada)
@united Did you get your 757 Model?,36.7423461417477,positive,D,United,Casablanca
@united we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service,1.25,positive,D,United,Atlantic Time (Canada)
"@United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",-15.0755672288882,negative,B,United,Eastern Time (US & Canada)
@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,12.9099444873581,positive,D,United,Indiana (East)
@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!,-1.21267812518167,negative,B,United,Atlantic Time (Canada)
"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium.",25,positive,D,United,Pacific Time (US & Canada)
@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!,10.6600358177805,positive,D,United,London
"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai",16.681153124566,positive,D,United,Atlantic Time (Canada)
@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,16.6666666666667,positive,D,United,Eastern Time (US & Canada)
@united no. I need you to have more than 2 agents at check in.,-35.3553390593274,negative,B,United,Central Time (US & Canada)
@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper,8.33333333333333,positive,D,United,Pacific Time (US & Canada)
"@united we got it, thanks.",49.1934955049954,positive,D,United,Central Time (US & Canada)
@united severely under staffed at Iah.,36.7423461417477,positive,D,United,Central Time (US & Canada)
@united this 2 hr delay is a vacation buzzkill,19.4454364826301,positive,D,United,Central Time (US & Canada)
@united what's the status of flight 1008 Bogotá-Houston?,17.6776695296637,positive,D,United,Eastern Time (US & Canada)
"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",-24.2535625036333,negative,B,United,Atlantic Time (Canada)
"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",-47.0678724331642,negative,B,United,Atlantic Time (Canada)
@united thank you,57.7350269189626,positive,E,United,Eastern Time (US & Canada)
@united finally got through and they were very helpful. Appreciate it!,75,positive,E,United,Central Time (US & Canada)
"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",17.5,positive,D,United,Eastern Time (US & Canada)
@united can you assign seats,22.3606797749979,positive,D,United,Central Time (US & Canada)
@united it's boarding time for ua3882 but no crewe,16.6666666666667,positive,D,United,Pacific Time (US & Canada)
@united oh I did. Was still lost. Your tracking system stinks as does the delivery system.,25,positive,D,United,Pacific Time (US & Canada)
@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,13.8675049056307,positive,D,United,Eastern Time (US & Canada)
@united 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared.,15.8113883008419,positive,D,United,Eastern Time (US & Canada)
@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,17.6776695296637,positive,D,United,Mountain Time (US & Canada)
@united two hour delay for a plane that was visible from the airport. So far terrible customer service.,-6.93375245281536,negative,B,United,Eastern Time (US & Canada)
"@united It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a @Delta flight instead.",28.8675134594813,positive,D,United,Eastern Time (US & Canada)
"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",14.9120227015865,positive,D,United,Central Time (US & Canada)
@united this customer service experience will be tweeted for quality assurance.,60.3022689155527,positive,E,United,Eastern Time (US & Canada)
@united can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,34.7439614486152,positive,D,United,Pacific Time (US & Canada)
@united can you get me to okc from Sacramento today. Dfw is now closed,15.8113883008419,positive,D,United,Central Time (US & Canada)
@united Yes. To Boston. I was going to Providence.,91.9238815542512,positive,E,United,Eastern Time (US & Canada)
@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,38.5,positive,D,United,Eastern Time (US & Canada)
@united how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.,18.8982236504614,positive,D,United,Central Time (US & Canada)
@united same day flights,25,positive,D,United,Quito
@united It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr,-3,negative,B,United,Quito
@United give me a direct number I can call regarding my lost baggage immediately.,-6.68153104781061,negative,B,United,Hawaii
@united involuntarily bumped your passenger and can't guarantee them another flight for three days!,-49.4433297537985,negative,B,United,Quito
@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,18.8982236504614,positive,D,United,Quito
".@united Our newest delay, right now http://t.co/96fTLZWtvO",17.3925271309261,positive,D,United,Eastern Time (US & Canada)
@united is a joke.  Lots of angry people at IAH this AM.,55,positive,E,United,Central Time (US & Canada)
@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy),3.75,positive,D,United,Pacific Time (US & Canada)
"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",49.1934955049954,positive,D,United,Eastern Time (US & Canada)
@united DM'ed you,28.8675134594813,positive,D,United,Eastern Time (US & Canada)
"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",57.7350269189626,positive,E,United,Eastern Time (US & Canada)
@united Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,16.6666666666667,positive,D,United,Eastern Time (US & Canada)
@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,-10.9108945117996,negative,B,United,Central Time (US & Canada)
"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada",38.0131556174964,positive,D,United,Central Time (US & Canada)
@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD,29.3987366103667,positive,D,United,Eastern Time (US & Canada)
@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time,33.203915431768,positive,D,United,Central Time (US & Canada)
"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here",21.1695098702863,positive,D,United,Central Time (US & Canada)
@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,7.90569415042095,positive,D,United,Eastern Time (US & Canada)
"@united, more lies... http://t.co/BEqoTLNugc",-75.0555349946514,negative,A,United,Central Time (US & Canada)
"@united, I don't believe that you do.. http://t.co/7z3GqEBfK2",18.8982236504614,positive,D,United,Central Time (US & Canada)
@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,-27.7160931262294,negative,B,United,Eastern Time (US & Canada)
@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,25,positive,D,United,Quito
@united fuck you for not caring 😢,-20.4124145231932,negative,B,United,Central Time (US & Canada)
Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,127.279220613579,positive,D,United,Eastern Time (US & Canada)
@united if you lost my belongings then BE HONEST!,16.6666666666667,positive,D,United,Eastern Time (US & Canada)
@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday.,-38.0131556174964,negative,B,United,Pacific Time (US & Canada)
@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!,-5.45544725589981,negative,B,United,Eastern Time (US & Canada)
@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,-12.7920429813366,negative,B,United,Eastern Time (US & Canada)
"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",25.8198889747161,positive,D,United,Eastern Time (US & Canada)
"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but...",20,positive,D,United,Eastern Time (US & Canada)
@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!,-35.3553390593274,negative,B,United,Eastern Time (US & Canada)
@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,-15.2752523165195,negative,B,United,Eastern Time (US & Canada)
@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!,-8.94427190999916,negative,B,United,Eastern Time (US & Canada)
@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!,3.06186217847897,positive,D,United,Eastern Time (US & Canada)
@united I have never been mislead by a company as many times as I have this week by United Airlines!,33.5410196624968,positive,D,United,Eastern Time (US & Canada)
@united I would never fly United Airlines again!,0,neutral,C,United,Eastern Time (US & Canada)
@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!,11.4707866935281,positive,D,United,Eastern Time (US & Canada)
@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow,22.3606797749979,positive,D,United,Central Time (US & Canada)
@united just did! Thank you!,28.8675134594813,positive,D,United,Eastern Time (US & Canada)
@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!,-9.04534033733291,negative,B,United,Pacific Time (US & Canada)
@united we need a new flight to Tucson,45.9619407771256,positive,D,United,Mountain Time (US & Canada)
@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,18.8982236504614,positive,D,United,Central Time (US & Canada)
"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",0,neutral,C,United,Central Time (US & Canada)
@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,60.3022689155527,positive,E,United,Eastern Time (US & Canada)
@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,-9,negative,B,United,Quito
"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",-1.20281306081172,negative,B,United,Eastern Time (US & Canada)
@united I am - thank you!,44.7213595499958,positive,D,United,Mountain Time (US & Canada)
@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,-50,negative,B,United,Mountain Time (US & Canada)
"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",-52.1775813927783,negative,A,United,Central Time (US & Canada)
@united sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/ @USAirways is there anything you can do?,-3.19801074533416,negative,B,United,Eastern Time (US & Canada)
@united overbooked by FIFTY people?!? the worst.,22.3606797749979,positive,D,United,Central Time (US & Canada)
@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,20.4124145231932,positive,D,United,Central Time (US & Canada)
"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",50,positive,E,United,Eastern Time (US & Canada)
@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,77.7817459305202,positive,E,United,America/New_York
@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,-10.2062072615966,negative,B,United,Eastern Time (US & Canada)
@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,8.48874687627165,positive,D,United,Eastern Time (US & Canada)
@united What does delayed due to Customer Service mean for UA761?,-7.53778361444409,negative,B,United,America/New_York
@united flight #1 no luck on,-55.9016994374947,negative,A,United,Eastern Time (US & Canada)
"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",28.8675134594813,positive,D,United,Central Time (US & Canada)
"@united I'm not sure it will have \\\""next time\\\""...",-16.6666666666667,negative,B,United,Brasilia
"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",0.020851441405708,positive,D,United,Pacific Time (US & Canada)
@united you a bish,25,positive,D,United,Eastern Time (US & Canada)
@united okay. Thanks.,35.3553390593274,positive,D,United,Eastern Time (US & Canada)
@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,22.3606797749979,positive,D,United,Eastern Time (US & Canada)
@united is it on a flight now? Thanks for reply.,18.8982236504614,positive,D,United,Eastern Time (US & Canada)
@united is 4:30am and I am in the customer service line trying not to scream.,38.7298334620742,positive,D,United,Eastern Time (US & Canada)
@united it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,-22.3606797749979,negative,B,United,Eastern Time (US & Canada)
@united one lady helping the 12 of us with luggage,33.3333333333333,positive,D,United,Eastern Time (US & Canada)
@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,-11.1803398874989,negative,B,United,Eastern Time (US & Canada)
@united met with agent. All taken care of. Thx for reply,25,positive,D,United,Eastern Time (US & Canada)
@united @suntoshi I still like you united airlines,53.0330085889911,positive,E,United,Eastern Time (US & Canada)
"@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD",10.2062072615966,positive,D,United,Eastern Time (US & Canada)
"@united are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice",25.9807621135332,positive,D,United,Brussels
"@united since I have an international connection at 9am, I'm hoping for the same thing!",28.4018778721877,positive,D,United,Central Time (US & Canada)
@united need help. Never got tickets. Conf,28.8675134594813,positive,D,United,Eastern Time (US & Canada)
"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",27.9508497187474,positive,D,United,Kyiv
@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,-5.21286035142687,negative,B,United,Kyiv
@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,22.3606797749979,positive,D,United,Eastern Time (US & Canada)
@united I know that. Thanks for the standard reply.,25,positive,D,United,Eastern Time (US & Canada)
@united DUH and done. bag whereabouts unknown. Greeeaat,25,positive,D,United,Mountain Time (US & Canada)
@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,53.0722777603022,positive,E,United,Eastern Time (US & Canada)
Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,49.1934955049954,positive,D,United,Atlantic Time (Canada)
".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",-5.77350269189626,negative,B,United,Atlantic Time (Canada)
@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,-10.2062072615966,negative,B,United,Eastern Time (US & Canada)
"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",-5.10310363079829,negative,B,United,Eastern Time (US & Canada)
@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,-66.8153104781061,negative,A,United,Mountain Time (US & Canada)
@united what's with the layover in Canada from the UA125? Is that scheduled?,15.8113883008419,positive,D,United,Berlin
@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?,-10.7863874326001,negative,B,United,Bucharest
@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,-10.2062072615966,negative,B,United,Alaska
@united all set. Figured it out at the baggage office!,28.8675134594813,positive,D,United,Eastern Time (US & Canada)
@united screws up again...to be expected! NEVER AGAIN!,25,positive,D,United,Hawaii
@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,53.4522483824849,positive,E,United,Eastern Time (US & Canada)
@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,-24.5676907455998,negative,B,United,Central Time (US & Canada)
"@united That's called throwing \\\""loyalty\\\"" out the window and trying to give less awards.",46.7707173346743,positive,D,United,Central Time (US & Canada)
"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",2.77350098112615,positive,D,United,Central Time (US & Canada)
@united that's not an apology. Say it.,-49.1934955049954,negative,B,United,Eastern Time (US & Canada)
@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?,-4.91934955049954,negative,B,United,Central Time (US & Canada)
@united no apology? Cool.,-63.5085296108588,negative,A,United,Eastern Time (US & Canada)
"@united you ask a lot of customers who  you routinely screw over. You know that, right?",14.4337567297406,positive,D,United,Eastern Time (US & Canada)
@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,6.93375245281536,positive,D,United,Eastern Time (US & Canada)
@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.,-15.9900537266708,negative,B,United,Mountain Time (US & Canada)
"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage",-18.8561808316413,negative,B,United,Eastern Time (US & Canada)
"@united has been showing the same tone deaf video for all these years about how \\\""wifi is coming!\\\"" Hah.Not before I leave. @VirginAmerica ftw",0,neutral,C,United,Quito
"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",14.4337567297406,positive,D,United,Eastern Time (US & Canada)
@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr,-25.5840859626732,negative,B,United,Eastern Time (US & Canada)
"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable.",0,neutral,C,United,Pacific Time (US & Canada)
@united Phone,35.3553390593274,positive,D,United,Eastern Time (US & Canada)
@united Pick,35.3553390593274,positive,D,United,Eastern Time (US & Canada)
@united Suck,-17.6776695296637,negative,B,United,Eastern Time (US & Canada)
@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD,22.3606797749979,positive,D,United,Eastern Time (US & Canada)
@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR,8.75,positive,D,United,Eastern Time (US & Canada)
@united 24 seats available on the 2:15 pm from ORD to RDU...I need 2 seats please,41.1096095821889,positive,D,United,Eastern Time (US & Canada)
"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #.",6.12372435695795,positive,D,United,Eastern Time (US & Canada)
@united 25 min hold has now progressed to over an hour...919-675-0985,15.8113883008419,positive,D,United,Eastern Time (US & Canada)
@united YOU SUCK!,-14.4337567297406,negative,B,United,Eastern Time (US & Canada)
"@united yo, you need a new website really badly. This day and age...",19.6666666666667,positive,D,United,Central Time (US & Canada)
@united if I was rebooked do I have to pick up my luggage?,13.8675049056307,positive,D,United,Eastern Time (US & Canada)
@united how can u not have gate ready or gate agent for going on hour two,-7.5,negative,B,United,Central Time (US & Canada)
@united just DM'd,28.8675134594813,positive,D,United,Quito
@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(,-6.06339062590832,negative,B,United,Eastern Time (US & Canada)
@united I am following - you need to follow me for DM?,15.0755672288882,positive,D,United,Quito
@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min,-10.7863874326001,negative,B,United,Central Time (US & Canada)
"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent.",-38.4900179459751,negative,B,United,Central Time (US & Canada)
@united just called and did it. Should have earlier because I'm being sent to DCA first and THEN to pvd. We may rent a car instead.,20.4124145231932,positive,D,United,Eastern Time (US & Canada)
@united I went from Sacramento to Minneapolis at the end of October 2014 in business class.,12.9099444873581,positive,D,United,Arizona
"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available",17.8885438199983,positive,D,United,Eastern Time (US & Canada)
@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy),72.7323861838727,positive,E,United,Eastern Time (US & Canada)
@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,0,neutral,C,United,Pacific Time (US & Canada)
@united do you expect to Cancelled Flight flights out of @DENAirport tomorrow morning given the storm?,-3.75,negative,B,United,Pacific Time (US & Canada)
@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney,40.8248290463863,positive,D,United,Pacific Time (US & Canada)
"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",19.6396101212393,positive,D,United,Pacific Time (US & Canada)
@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united,13.8675049056307,positive,D,United,Pacific Time (US & Canada)
@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there.,26,positive,D,United,Eastern Time (US & Canada)
@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan,-10.6066017177982,negative,B,United,Eastern Time (US & Canada)
@united traveling with 3 young kids!! Chose our original flights for a reason.,40.2492235949962,positive,D,United,Quito
@united have since dropped to 2 layovers but still not acceptable.,-19.7642353760524,negative,B,United,Quito
@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?,15.0755672288882,positive,D,United,Quito
@united not completely.  Our flight was changed in July but we never received notification.,-51.9615242270663,negative,A,United,Quito
@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,24.7487373415292,positive,D,United,Eastern Time (US & Canada)
@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,-25,negative,B,United,Eastern Time (US & Canada)
@united can you make sure I’m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.,25.9272486435067,positive,D,United,Central Time (US & Canada)
@united has once again earned a place as the worst airline in the business,0,neutral,C,United,Pacific Time (US & Canada)
"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",30,positive,D,United,Quito
"@united After all I have been through on this trip, can you get me on another airline home?",11.7851130197758,positive,D,United,Eastern Time (US & Canada)
@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.,4.71404520791032,positive,D,United,Eastern Time (US & Canada)
